# id:25--25--25-0 
-0.89,0.81,-1
0.33,0.98,-1
0.23,0.02,1
0.73,-0.66,1
-0.41,0.81,-1
-0.72,-0.61,1
0.85,-0.74,1
0.97,0.57,-1
-0.58,-0.54,1
-0.37,-0.42,1
0.87,0.42,-1
-0.71,0.37,-1
0.1,0.95,-1
0.37,-0.88,1
-0.86,-0.17,-1
-0.88,-0.54,-1
0.91,-0.52,-1
-0.37,0.5,-1
-0.76,-0.62,1
0.63,-0.86,1
0.58,0.52,-1
0.79,0.27,-1
0.86,0.86,-1
-0.76,0.29,-1
0.03,-0.91,1
0.88,-0.81,1
0.66,-0.42,1
0.14,0.71,-1
0,0.86,-1
0.81,0.03,-1
-0.87,-0.11,-1
-1,-0.14,-1
-0.92,-0.27,-1
0.39,0.91,-1
-0.34,-0.9,1
-0.01,0.34,-1
0.89,-0.21,-1
0.87,-0.23,-1
-0.65,-0.53,1
0.03,0.83,-1
0.18,-0.4,1
0.52,-0.84,1
-0.64,0.1,-1
-0.89,0.71,-1
-0.23,-0.61,1
-0.81,0.86,-1
0.25,-0.94,1
-0.99,-0.07,-1
0.49,-0.6,1
-0.72,-0.09,-1
0.07,0.81,-1
0.42,0,-1
0.53,-0.13,-1
1,0.46,-1
-0.72,-0.09,-1
0.15,-0.68,1
0.39,0.16,-1
0.27,0.23,-1
0.25,-0.52,1
0.39,-0.38,1
-0.25,-0.47,1
-0.4,0.35,-1
-0.96,-0.95,-1
0.79,-0.3,-1
-0.79,0.07,-1
-0.77,0.22,-1
0.88,0.44,-1
0.26,0.57,-1
0.8,-0.47,-1
-0.93,0.65,-1
0.51,-0.12,-1
0.26,0.61,-1
0.29,0.79,-1
-0.91,0.96,-1
-0.69,-0.27,-1
-0.29,0.77,-1
0,0.81,-1
-0.85,-0.31,-1
-0.8,0.88,-1
-0.09,0.81,-1
-0.45,-0.23,1
-0.44,0.62,-1
0.09,-0.6,1
-0.6,0.75,-1
0.09,-0.57,1
0.2,0.24,-1
0.9,1,-1
0.44,0.11,-1
0.93,-0.58,-1
-0.52,0.33,-1
0.05,0.2,-1
-0.95,0,-1
0.12,-0.34,1
-0.99,0.16,-1
-0.02,0.07,-1
0.6,0.47,-1
0.18,0.37,-1
0.49,-0.14,-1
0.69,0.58,-1
-0.33,0.8,-1
-0.71,0.14,-1
-0.76,0.52,-1
-0.76,0.23,-1
-0.99,-0.4,-1
-0.5,-0.19,1
-0.96,-0.49,-1
-0.67,-0.63,1
0.07,1,-1
-0.12,-0.01,1
-0.06,0.27,-1
0.95,0.13,-1
0.7,-0.06,-1
0.22,-0.78,1
0.38,-0.31,1
-0.63,0.26,-1
0.31,-0.46,1
-0.75,-0.25,-1
0.99,-0.76,-1
0.35,-0.04,1
-0.04,-0.37,1
0.37,-0.23,1
0.52,0.77,-1
-0.59,0.1,-1
-0.76,-0.54,1
0.86,-0.12,-1
-0.83,-0.65,-1
-0.48,-0.32,1
-0.6,0.47,-1
-0.53,-0.3,-1
-0.72,-0.12,-1
-0.42,-0.67,1
0.7,-0.04,-1
0.78,-0.35,-1
0.71,-0.57,-1
-0.08,-0.2,1
-0.63,0.71,-1
0.62,-0.98,1
0.01,0.24,-1
0.21,0.84,-1
0.97,-0.17,-1
-0.67,-0.21,-1
-0.95,-0.63,-1
-0.87,0.03,-1
-0.54,0.22,-1
0.71,0.54,-1
-0.17,0.58,-1
-0.04,-0.89,1
0.33,-0.6,1
-0.66,0.54,-1
-0.59,-0.93,1
0.12,0.77,-1
0.58,-0.02,-1
-0.62,-0.09,-1
0.71,-0.14,-1
-0.92,-0.68,-1
-0.29,-1,1
-0.42,0.67,-1
-0.49,-0.27,1
0.33,-0.92,1
-0.43,-0.72,1
0.01,0.87,-1
0.78,0.78,-1
-0.64,0.65,-1
-0.17,0.17,-1
-0.38,-0.86,1
-0.87,-0.63,-1
0.68,-0.93,1
-0.56,-0.43,1
-0.93,-0.56,-1
-0.99,-0.82,-1
-0.69,-0.73,1
0.79,0.99,-1
0.87,-0.36,-1
0.54,-0.44,1
0.67,0.65,-1
0.59,-0.14,-1
-0.88,-0.94,1
-0.62,-0.29,-1
0.97,-0.11,-1
-0.92,0.61,-1
-0.64,0.15,-1
0.36,-0.21,1
0.94,0.98,-1
0.12,0.28,-1
-0.76,-0.24,-1
0.85,0.92,-1
-0.5,0.42,-1
-0.89,0.46,-1
-0.56,0.92,-1
0.8,0.27,-1
0.03,0.63,-1
-0.22,0.11,-1
0.68,0.64,-1
-0.83,-0.23,-1
0.88,-0.35,-1
0.79,0.19,-1
-0.4,-0.94,1
0.13,-1,1
0.14,-0.34,1
-0.88,0.07,-1
0.42,-0.68,1
-0.6,-0.43,-1
0.07,0.86,-1
-0.59,-0.07,-1
-0.67,0.83,-1
-0.71,0.64,-1
0.65,-0.33,-1
0.21,0.74,-1
0.98,-0.09,-1
-0.08,-0.41,1
-0.63,0.27,-1
-0.18,0,-1
-0.93,-0.81,-1
0.15,0.28,-1
0.56,0.73,-1
0.68,0.35,-1
-0.51,0.21,-1
0.26,-0.88,1
-0.65,-0.74,1
-0.09,-0.43,1
-0.04,0.55,-1
-0.63,0.13,-1
0.41,0.07,-1
-0.98,0.65,-1
-0.9,0.51,-1
0.39,-0.77,1
-0.3,0.69,-1
-0.54,-0.31,-1
0.18,-0.46,1
0.71,0.33,-1
0.11,-0.29,1
0.3,0.55,-1
-0.79,0.51,-1
-0.25,0.99,-1
-0.27,0.23,-1
-0.15,-0.64,1
-0.45,0.08,-1
0.55,-0.57,1
-0.06,-0.38,1
0.76,-0.5,-1
-0.08,0.52,-1
0.41,-0.74,1
-0.15,-0.37,1
0.07,-0.89,1
0.97,0.91,-1
0.83,-0.35,-1
0.92,-0.05,-1
0.89,0.3,-1
-0.03,0.07,-1
-0.99,0.82,-1
-0.9,0.58,-1
-0.64,-0.35,-1
-0.96,-0.1,-1
-0.88,-0.87,1
-0.95,-0.34,-1
0.47,0.19,-1
0.54,0.5,-1
-0.18,0.36,-1
-0.83,0.43,-1
0.51,0.4,-1
0.95,0.86,-1
-0.32,-0.76,1
-0.05,-0.84,1
-0.38,0.62,-1
0.11,-0.7,1
-0.64,0.9,-1
0.63,0.59,-1
0.45,-0.66,1
-0.37,-0.41,1
0.9,-0.39,-1
0.21,-0.51,1
-0.46,0.05,-1
0.85,0.45,-1
0.26,0.76,-1
0.61,-0.23,-1
0.27,0.56,-1
0.69,-0.09,-1
0.81,-0.86,1
-0.02,0.13,-1
0.73,0.85,-1
-0.76,-0.11,-1
0.8,-0.76,1
0.02,-0.01,1
-0.17,0.86,-1
-0.94,-0.62,-1
-0.65,-0.92,1
0.31,0.51,-1
-0.44,0.63,-1
0.31,0,1
0.85,-0.02,-1
-0.57,0.75,-1
-0.56,0.34,-1
0.15,-0.18,1
-0.94,0.98,-1
0.02,-0.83,1
-0.84,0.39,-1
0.06,0.2,-1
-0.84,0.17,-1
-0.68,0.21,-1
-0.46,-0.07,-1
0.73,-0.85,1
0.51,-0.7,1
0.68,0.64,-1
-0.57,-0.91,1
-0.72,0.21,-1
-0.11,-0.3,1
-0.73,-0.63,-1
0.88,0.34,-1
-0.58,-0.19,-1
-0.21,0.38,-1
0.05,-0.58,1
-0.82,0.8,-1
-0.92,0.67,-1
0.18,0.21,-1
-0.77,0.05,-1
1,-0.98,-1
-0.61,-0.67,1
0.38,-0.24,-1
0.24,-0.21,1
0.04,0.41,-1
0.1,-0.87,1
0.74,0.76,-1
0.33,-0.91,1
0.28,0.19,-1
0.68,-0.75,1
-0.7,0.22,-1
0.64,0.22,-1
0.71,-0.91,1
0.17,-0.42,1
-0.42,-0.28,1
-0.75,0.07,-1
0.11,-0.09,1
0.1,0.31,-1
-0.73,0.14,-1
0.78,0.01,-1
-0.28,0.97,-1
-0.47,0.2,-1
-0.44,0.89,-1
0.93,0.26,-1
-0.38,0.72,-1
0.29,-0.92,1
0.24,0.11,-1
0.99,0.42,-1
0.8,-0.11,-1
-0.04,0.76,-1
0,0.57,-1
0.04,0.34,-1
-0.33,-0.26,1
0.71,0.41,-1
0.29,-0.16,1
0.9,0.58,-1
-0.99,-0.69,-1
-0.51,-0.69,1
-0.82,-0.1,-1
-0.87,-0.4,-1
1,-0.87,-1
0.87,-0.89,1
0.55,0.43,-1
0.15,0.13,-1
-0.34,0.77,-1
0.38,-0.29,1
0.93,-0.14,-1
-0.72,-0.84,1
-0.53,0.78,-1
-0.53,0.99,-1
0.13,0.41,-1
0.09,0.34,-1
0.04,0.63,-1
-0.47,0.34,-1
-0.5,0.1,-1
-0.47,-0.11,-1
0.88,-0.8,-1
0.59,-0.15,-1
0.34,0.12,-1
0.52,-0.7,1
0.92,0.3,-1
0.07,-0.25,1
0.26,0.28,-1
